UserId,avg
239,9.0
240,6.66667
241,10.0
242,8.13333
243,8.0
244,7.15789
245,9.0
246,6.42857
247,10.0
248,7.62963
249,10.0
250,6.0
251,6.85714
252,8.66667
253,5.66667
254,6.66667
255,6.0
256,8.33333
257,7.5
258,7.8
259,8.75
260,7.66667
261,10.0
262,8.0
263,6.80645
264,10.0
265,9.33333
266,9.0
267,6.26667
268,4.0
269,8.0
270,10.0
271,8.66667
272,6.70588
273,10.0
274,9.0
275,8.66667
276,9.0
277,10.0
278,8.5
279,9.0
280,10.0
281,7.5
282,6.4
283,6.8
284,6.5
285,5.5
286,8.66667
287,6.0
288,7.0
289,4.0
290,8.66667
291,8.0
292,7.71429
293,6.5
294,5.2
295,6.21875
296,8.0
297,7.0
298,5.48611
299,4.0
300,8.3913
301,6.33333
302,5.66667
303,9.0
304,8.75
305,6.14286
306,9.0
307,8.0
308,5.5
309,6.75
310,7.66667
311,8.25
312,10.0
313,10.0
314,6.6
315,8.0
316,7.0
317,8.5
318,6.5
319,7.4
320,8.66667
321,8.0
322,9.5
323,5.5
324,9.25
325,6.42857
326,6.0
327,6.66667
328,9.0
329,9.0
330,7.22727
331,7.0
332,7.0
333,6.0
334,6.0
335,8.125
336,7.75
337,7.75
338,7.8
339,6.25
340,7.5
341,10.0
342,6.25
343,10.0
344,6.66667
345,7.0
346,8.33333
347,5.71429
348,8.4
349,6.55556
350,6.5
351,8.33333
352,6.0
353,6.33333
354,7.24011
355,5.5
356,3.77778
357,10.0
358,3.0
359,5.37037
360,6.33333
361,10.0
362,8.0
363,6.08333
364,9.0
365,5.18935
366,9.0
367,8.0
368,7.5
369,7.85714
370,5.5
371,8.25
372,4.75
373,9.33333
374,7.77778
375,9.0
376,7.0
377,6.0
378,9.5
379,4.0
380,8.0
381,10.0
382,7.4
383,7.0
384,9.33333
385,10.0
386,7.42857
387,10.0
388,6.2
389,5.8
390,4.0
391,5.5
392,7.0
393,2.5
394,8.75
395,7.5
396,8.33333
397,4.75
398,6.56604
399,9.0
400,8.66667
401,7.58511
402,5.51331
403,4.8125
404,10.0
405,10.0
406,7.87805
407,6.0
408,9.0
409,10.0
410,9.4
411,9.0
412,8.5
413,6.91667
414,4.92308
415,4.0
416,7.28846
417,9.0
418,8.0
419,6.28235
420,8.91667
421,8.0
422,8.0
423,8.18519
424,8.43284
425,6.2069
426,10.0
427,7.5
428,6.0
429,4.16667
430,6.4
431,3.5
432,6.66667
433,7.0625
434,7.0
435,7.35714
436,10.0
437,8.33333
438,9.0
439,5.0
440,8.66667
441,8.88889
442,2.83333
443,5.44444
444,7.0
445,4.0
446,5.0
447,10.0
448,8.5
449,1.75
450,9.2
451,5.66667
452,9.0
453,9.5
454,8.13333
455,10.0
456,7.0
457,9.0
458,8.0
459,7.5
460,5.6
461,8.66667
462,8.2
463,8.66667
464,5.5
465,7.25
466,5.0
467,6.0
468,6.0
469,6.75
470,7.0
471,9.0
472,6.75
473,8.875
474,4.0
475,4.66667
476,5.5
477,8.78912
478,10.0
479,3.0
480,7.33333
481,7.8
482,4.65
483,6.0
484,5.0
485,9.0
486,7.35484
487,6.25
488,9.0
489,7.5
490,10.0
491,1.0
492,5.66667
493,10.0
494,8.0
495,7.0
496,3.57778
497,5.5
498,8.0
499,9.0
500,4.5
501,8.0
502,7.16667
503,10.0
504,7.0
505,7.0
506,10.0
507,6.41026
508,2.0
509,6.66667
510,8.0
511,6.0
512,8.0
513,5.5
514,6.8
515,9.0
516,6.25
517,7.66667
518,6.0
519,7.66667
520,7.25806
521,9.5
522,5.42857
523,8.0
524,4.0
525,6.37179
526,5.0
527,10.0
528,9.0
529,6.5
530,6.33333
531,6.33333
532,10.0
533,8.0
534,6.94444
535,9.33333
536,6.66667
537,7.66667
538,5.14286
539,8.66667
540,5.83333
541,9.5
542,7.0
543,5.0
544,7.2
545,7.0
546,10.0
547,6.6129
548,7.53333
549,7.39535
550,6.5
551,10.0
552,10.0
553,10.0
554,8.0
555,6.6
556,9.0
557,8.0
558,9.0
559,6.0
560,9.0
561,8.0
562,8.5
563,10.0
564,10.0
565,6.2
566,6.5
567,10.0
568,8.5
569,6.125
570,8.5
571,10.0
572,6.33333
573,7.26923
574,6.0
575,6.6
576,3.0
577,8.0
578,5.0
579,9.75
580,6.45455
581,7.83333
582,8.0
583,10.0
584,6.22222
585,2.0
586,8.0
587,10.0
588,10.0
589,7.0
590,6.0
591,7.75
592,5.0
593,10.0
594,5.33333
595,5.66667
596,7.66667
597,10.0
598,7.75
599,5.7
600,9.0
601,5.09091
602,7.6875
603,6.8
604,9.0
605,7.4
606,8.25
607,7.0
608,7.1
609,4.66667
610,10.0
611,6.71429
612,8.0
613,8.0
614,7.0
615,10.0
616,9.0
617,7.25
618,9.0
619,9.66667
620,7.19512
621,10.0
622,7.66667
623,9.5
624,6.5
625,6.21429
626,5.5
627,6.0
628,9.5
629,6.75
630,4.55556
631,6.93333
632,4.0
633,8.7
634,5.0
635,6.4
636,7.6
637,9.0
638,4.75
639,5.0
640,7.54545
641,8.44444
642,8.0
643,10.0
644,6.54545
645,7.4
646,1.0
647,8.83333
648,7.33333
649,7.5
650,6.55556
651,10.0
652,5.05882
653,5.33333
654,3.5
655,7.5
656,6.78571
657,7.33333
658,10.0
659,9.0
660,7.83333
661,9.0
662,5.62338
663,7.125
664,9.33333
665,2.0
666,8.0
667,8.75
668,8.5
669,5.6
670,9.0
671,8.11111
672,6.29487
673,6.0
674,8.0
675,6.96552
676,6.0
677,6.6
678,10.0
679,9.0
680,7.33333
681,10.0
682,8.75
683,5.61667
684,5.4
685,8.0
686,10.0
687,7.70492
688,8.25
689,7.6
690,6.24
691,6.0
692,7.25
693,7.72727
694,8.83333
695,10.0
696,6.66667
697,6.75
698,6.5
699,8.8
700,6.51515
701,7.33333
702,8.44444
703,5.5
704,10.0
705,5.375
706,7.0
707,7.5
708,7.28571
709,10.0
710,7.0
711,7.66667
712,7.25
713,10.0
714,9.0
715,6.0
716,8.0
717,8.5
718,5.3
719,6.5
720,6.22222
721,7.0
722,7.25
723,7.0
724,6.25
725,2.5
726,8.0
727,7.66667
728,10.0
729,5.65
730,7.33333
731,10.0
732,6.6
733,6.92857
734,10.0
735,10.0
736,6.8
737,7.28571
738,10.0
739,8.0
740,7.0
741,8.78571
742,5.75
743,7.45
744,10.0
745,7.66667
746,3.0
747,5.0
748,6.66667
749,8.8
750,9.33333
751,8.0
752,8.25
753,9.5
754,8.25
755,8.0
756,8.93103
757,7.0
758,7.2
759,9.33333
760,8.26316
761,7.0
762,9.0
763,7.2
764,7.0
765,10.0
766,8.25
767,5.33333
768,6.66667
769,6.11111
770,7.4
771,10.0
772,10.0
773,7.76923
774,7.0
775,7.75
776,5.16667
777,4.0
778,8.0
779,9.42857
780,8.44444
781,9.0
782,5.5
783,8.28571
784,5.75
785,4.33333
786,5.5
787,10.0
788,9.5
789,4.75
790,7.66667
791,7.21739
792,10.0
793,7.25
794,6.0
795,7.15385
796,9.0
797,4.22222
798,4.0
799,7.25
800,10.0
801,7.58696
802,8.0
803,7.25
804,4.33333
805,9.5
806,8.28571
807,6.5
808,10.0
809,7.0
810,9.5
811,4.5
812,6.125
813,5.53846
814,8.25
815,8.5
816,4.30769
817,7.0
818,5.0
819,5.5
820,6.0
821,8.0
822,10.0
823,10.0
824,8.33333
825,8.0
826,8.57143
827,6.06742
828,5.23529
829,10.0
830,7.66667
831,6.92857
832,6.66667
833,6.2
834,6.73077
835,7.0
836,8.5
837,7.75
838,9.0
839,9.3
840,8.5
841,4.0
842,8.59729
843,5.25
844,10.0
845,7.0
846,6.5743
847,7.41667
848,8.0
849,8.0
850,7.66667
851,8.33333
852,7.625
853,8.0
854,9.5
855,5.76271
856,6.0
857,7.0
858,9.66667
859,10.0
860,8.0
861,8.0
862,8.0
863,7.0
864,7.5
865,5.25
866,10.0
867,10.0
868,9.8
869,8.0
870,5.0
871,7.75
872,7.64286
873,7.0
874,2.0
875,8.33333
876,8.0
877,8.8
878,10.0
879,5.64286
880,6.22222
881,4.15385
882,7.21951
883,7.0
884,10.0
885,8.0
886,6.0
887,7.27273
888,8.08696
889,6.03571
890,7.0
891,7.5
892,7.4
893,7.4
894,6.16667
895,10.0
896,9.0
897,7.33333
898,6.0
899,1.0
900,7.57143
901,8.0
902,7.8
903,9.66667
904,8.5
905,5.33333
906,7.5
907,4.5
908,7.44444
909,9.66667
910,4.5
911,6.66667
912,9.0
913,7.5
914,8.66667
915,6.17279
916,3.0
917,9.0
918,8.0
919,5.5
920,9.25
921,6.5
922,8.77778
923,6.33333
924,6.33333
925,9.0
926,9.25
927,6.08108
928,5.25
929,7.83333
930,8.66667
931,10.0
932,5.5
933,5.375
934,8.33333
935,7.5
936,6.86667
937,7.2
938,10.0
939,6.46667
940,7.83333
941,7.2
942,7.0
943,9.0
944,8.83333
945,9.16667
946,4.5
947,9.5
948,7.1
949,1.0
950,6.16667
951,10.0
952,8.66667
953,10.0
954,9.25
955,7.5
956,5.85714
957,7.58333
958,6.0
959,10.0
960,9.0
961,7.0
962,8.0
963,8.75
964,9.2
965,5.33333
966,7.5
967,7.9
968,9.0
969,5.30769
970,8.0
971,5.4
972,6.0
973,8.0
974,8.0
975,9.0
976,7.3
977,3.53846
978,7.16667
979,9.0
980,6.5
981,7.0
982,4.0
983,9.5
984,10.0
985,7.40741
986,10.0
987,10.0
988,4.0
989,9.47368
990,7.0
991,7.33333
992,8.16667
993,6.875
994,6.46667
995,6.54701
996,9.0
997,8.5
998,8.6
999,7.5
1000,9.33333
1001,9.5
1002,6.2
1003,7.92264
1004,8.5
1005,10.0
1006,4.6
1007,9.5
1008,6.1
1009,9.66667
1010,4.375
1011,7.33333
1012,6.4
1013,6.0
1014,5.5
1015,7.0
1016,7.0
1017,5.75
1018,9.33333
1019,6.55556
1020,9.33333
1021,6.75
1022,8.33333
1023,7.66667
1024,4.66667
1025,8.5
1026,8.5
1027,10.0
1028,5.6
1029,10.0
1030,9.8
1031,9.0
1032,4.33333
1033,6.66667
1034,7.25
1035,7.7
1036,9.0
1037,10.0
1038,7.75
1039,7.9
1040,6.66667
1041,7.72727
1042,2.0
1043,7.0
1044,8.66667
1045,8.5
1046,8.0
1047,7.0
1048,4.33333
1049,6.66667
1050,5.33333
1051,8.25
1052,7.64706
1053,7.5
1054,10.0
1055,7.1
1056,7.21429
1057,6.92857
1058,7.0
1059,5.0
1060,8.5
1061,5.83333
1062,7.25
1063,6.96552
1064,7.0
1065,4.84615
1066,10.0
1067,5.76316
1068,10.0
1069,6.33333
1070,10.0
1071,8.38462
1072,9.42857
1073,7.5
1074,6.8
1075,9.5
1076,1.0
1077,7.5
1078,5.92857
1079,6.66667
1080,8.5
1081,8.0
1082,8.33333
1083,8.375
1084,6.0
1085,5.5
1086,7.66667
1087,7.66667
1088,9.5
1089,10.0
1090,6.0
1091,8.33333
1092,7.14286
1093,9.75
1094,7.0
1095,9.33333
1096,5.2
1097,8.55556
1098,7.0
1099,7.0
1100,7.0
1101,5.0
1102,7.0
1103,6.375
1104,7.75
1105,10.0
1106,3.0
1107,1.66667
1108,7.5
1109,10.0
1110,10.0
1111,7.38462
1112,3.71429
1113,8.55882
1114,8.0
1115,9.5
1116,7.0
1117,5.77778
1118,6.85714
1119,7.42857
1120,8.0
1121,5.86957
1122,3.0
1123,8.0
1124,3.6
1125,10.0
1126,9.0
1127,7.125
1128,7.0
1129,8.33333
1130,8.0
1131,7.2
1132,7.44444
1133,6.31034
1134,9.33333
1135,8.66667
1136,10.0
1137,7.82353
1138,7.57143
1139,7.5
1140,8.83333
1141,6.25
1142,10.0
1143,10.0
1144,10.0
1145,8.0
1146,6.0
1147,8.5
1148,6.0
1149,8.0
1150,9.5
1151,8.6
1152,7.10256
1153,7.0
1154,7.375
1155,6.75
1156,8.75
1157,7.0
1158,9.0
1159,8.8
1160,10.0
1161,6.41667
1162,7.4
1163,10.0
1164,10.0
1165,6.95122
1166,9.5
1167,6.0
1168,7.0
1169,6.66667
1170,8.8
1171,3.66667
1172,9.33333
1173,10.0
1174,6.75
1175,6.60714
1176,9.0
1177,10.0
1178,9.625
1179,10.0
1180,3.0
1181,7.0
1182,8.0
1183,10.0
1184,5.0
1185,8.0
1186,6.5
1187,9.66667
1188,10.0
1189,10.0
1190,9.75
1191,7.68
1192,9.0
1193,5.55782
1194,10.0
1195,5.0
1196,8.0
1197,10.0
1198,5.65385
1199,7.42857
1200,8.0
1201,8.2
1202,6.57143
1203,6.25
1204,5.57143
1205,3.5
1206,8.625
1207,7.33333
1208,7.0
1209,8.0
1210,9.0
1211,6.5
1212,7.63158
1213,8.8
1214,9.33333
1215,8.0
1216,8.875
1217,10.0
1218,5.66667
1219,7.5
1220,10.0
1221,7.90909
1222,1.0
1223,10.0
1224,8.0
1225,6.25
1226,8.0
1227,10.0
1228,10.0
1229,2.66667
1230,8.875
1231,10.0
1232,7.33333
1233,9.0
1234,5.14286
1235,4.0
1236,6.74792
1237,8.75
1238,8.0
1239,8.54545
1240,6.61538
1241,10.0
1242,8.2037
1243,8.0
1244,8.8
1245,5.81818
1246,6.66667
1247,10.0
1248,6.8
1249,2.0
1250,8.0
1251,10.0
1252,6.66667
1253,4.8
1254,7.8
1255,6.75
1256,8.5
1257,8.66667
1258,10.0
1259,10.0
1260,6.83824
1261,2.0
1262,6.71875
1263,5.61111
1264,10.0
1265,8.71429
1266,4.65517
1267,5.38462
1268,9.0
1269,8.5
1270,5.0
1271,9.0
1272,8.0
1273,8.0
1274,10.0
1275,9.75
1276,9.0
1277,6.58333
1278,7.0
1279,7.33333
1280,5.0
1281,6.5
1282,7.6
1283,9.33333
1284,7.5
1285,6.0
1286,6.25
1287,7.66667
1288,7.5
1289,9.0
1290,8.0
1291,5.84211
1292,9.0
1293,6.91667
1294,7.9375
1295,9.0
1296,5.75
1297,8.0
1298,10.0
1299,6.1
1300,6.28571
1301,5.5
1302,7.0
1303,7.66667
1304,7.0
1305,9.5
1306,7.625
1307,5.5
1308,9.0
1309,6.375
1310,1.0
1311,5.53191
1312,9.25
1313,9.0
1314,9.0
1315,9.0
1316,4.5
1317,7.66667
1318,7.8125
1319,5.0
1320,10.0
1321,10.0
1322,10.0
1323,7.75
1324,8.0
1325,8.1875
1326,10.0
1327,5.5
1328,8.5
1329,5.66667
1330,7.5
1331,8.44444
1332,1.0
1333,7.41176
1334,8.0
1335,5.75
1336,5.875
1337,8.0
1338,5.5
1339,5.69231
1340,6.25
1341,5.88889
1342,5.66667
1343,7.0
1344,7.86667
1345,5.88889
1346,8.0
1347,6.0
1348,6.42105
1349,6.25
1350,7.0
1351,6.0
1352,7.89474
1353,5.45161
1354,7.5
1355,9.0
1356,5.33333
1357,8.16667
1358,9.25
1359,7.77778
1360,9.0
1361,6.33333
1362,5.14286
1363,5.63636
1364,5.5
1365,6.81818
1366,7.47826
1367,9.25
1368,8.0
1369,5.66667
1370,9.0
1371,7.0
1372,6.5
1373,7.66667
1374,8.0
1375,7.66667
1376,9.5
1377,5.5
1378,10.0
1379,7.0
1380,7.4
1381,1.83333
1382,10.0
1383,6.75
1384,7.33333
1385,6.26923
1386,7.66667
1387,4.05882
1388,8.33333
1389,3.66667
1390,6.0
1391,7.28571
1392,8.0
1393,8.0
1394,1.5
1395,7.0
1396,9.25
1397,7.07143
1398,10.0
1399,6.8
1400,6.18182
1401,10.0
1402,9.0
1403,7.0
1404,7.0
1405,10.0
1406,8.0
1407,9.6
1408,10.0
1409,9.25
1410,9.33333
1411,8.48438
1412,10.0
1413,9.0
1414,9.0
1415,4.85714
1416,1.0
1417,9.5
1418,10.0
1419,8.4
1420,6.6
1421,6.0
1422,7.33333
1423,7.0
1424,6.33333
1425,7.0
1426,7.40476
1427,7.33333
1428,7.0
1429,6.0
1430,8.2
1431,5.51678
1432,7.90909
1433,8.0
1434,9.875
1435,8.5
1436,8.66667
1437,7.85714
1438,9.75
1439,9.0
1440,5.0
1441,7.0
1442,5.8
1443,5.0
1444,6.35714
1445,5.0
1446,9.1
1447,2.0
1448,9.0
1449,8.57143
1450,6.75
1451,10.0
1452,6.83333
1453,6.0
1454,9.0
1455,9.0
1456,9.25
1457,8.0
1458,4.0
1459,5.5
1460,5.0
1461,8.0
1462,8.5
1463,7.90909
1464,9.2
1465,4.78571
1466,8.0
1467,8.1519
1468,7.8
1469,6.16667
1470,7.25
1471,8.71429
1472,7.0
1473,4.66667
1474,7.5
1475,7.78571
1476,5.25
1477,7.09091
1478,8.26667
1479,8.0
1480,5.5
1481,9.0
1482,6.57143
1483,10.0
1484,4.5
1485,6.38462
1486,6.71429
1487,6.78571
1488,7.16667
1489,8.33333
1490,8.26316
1491,8.33333
1492,6.5
1493,2.0
1494,9.0
1495,7.0
1496,9.5
1497,8.4
1498,8.375
1499,10.0
1500,10.0
1501,7.375
1502,6.0
1503,4.0
1504,7.0
1505,6.66667
1506,4.66667
1507,9.0
1508,8.16667
1509,10.0
1510,7.2381
1511,8.2
1512,7.66667
1513,6.0
1514,4.8
1515,6.0
1516,7.0
1517,8.1
1518,6.2
1519,5.0
1520,7.81818
1521,7.23684
1522,5.43878
1523,3.25
1524,10.0
1525,7.33333
1526,8.33333
1527,8.25
1528,9.0
1529,6.84615
1530,5.375
1531,8.0
1532,7.2
1533,6.93617
1534,6.23684
1535,9.25
1536,9.66667
1537,5.73333
1538,5.2
1539,7.0
1540,7.0
1541,9.5
1542,6.0
1543,10.0
1544,6.53
1545,10.0
1546,8.0
1547,6.0
1548,8.25
1549,6.5
1550,8.33333
1551,7.63636
1552,9.0
1553,9.4
1554,8.0
1555,8.25
1556,6.8
1557,9.23077
1558,6.0
1559,7.66667
1560,7.0
1561,10.0
1562,4.91667
1563,6.90909
1564,8.625
1565,6.64286
1566,6.25
1567,7.0
1568,6.0
1569,6.0
1570,10.0
1571,5.0
1572,9.0
1573,10.0
1574,5.5
1575,5.25
1576,4.75
1577,7.0
1578,8.0
1579,9.0
1580,7.0
1581,8.0
1582,8.5
1583,10.0
1584,7.5
1585,8.0
1586,10.0
1587,5.73333
1588,5.0
1589,10.0
1590,8.0
1591,9.5
1592,6.25
1593,9.0
1594,9.46154
1595,8.66667
1596,4.0
1597,7.6
1598,9.83333
1599,6.88889
1600,8.04762
1601,9.0
1602,4.86957
1603,8.0
1604,9.5
1605,6.25
1606,6.97368
1607,6.66667
1608,6.78947
1609,3.5
1610,7.875
1611,6.76667
1612,6.69231
1613,9.0
1614,8.0
1615,5.33333
1616,8.4
1617,5.06358
1618,10.0
1619,5.5
1620,6.46602
1621,10.0
1622,7.55556
1623,8.14286
1624,8.2
1625,7.8125
1626,3.0
1627,7.0
1628,9.0
1629,4.10526
1630,8.77778
1631,6.33333
1632,6.0
1633,8.8
1634,6.66667
1635,9.0
1636,5.5
1637,4.2
1638,6.625
1639,6.3
1640,6.8
1641,7.2
1642,8.42857
1643,5.0
1644,8.0
1645,9.0
1646,7.6
1647,8.5
1648,1.0
1649,5.875
1650,6.2
1651,6.0
1652,5.33333
1653,9.33333
1654,7.82353
1655,8.0
1656,6.16667
1657,5.5
1658,4.0
1659,8.75
1660,9.4
1661,1.0
1662,10.0
1663,4.66667
1664,6.76923
1665,6.66667
1666,9.42857
1667,3.0
1668,4.75
1669,7.75
1670,9.66667
1671,6.6
1672,7.36
1673,8.125
1674,8.08571
1675,8.54545
1676,9.5
1677,7.25
1678,6.35
1679,9.0
1680,6.58333
1681,8.66667
1682,8.5
1683,8.66667
1684,7.0
1685,5.5
1686,9.0
1687,6.61111
1688,7.0
1689,7.92308
1690,5.60714
1691,9.5
1692,8.66667
1693,4.25
1694,5.0
1695,7.5
1696,10.0
1697,6.33333
1698,9.0
1699,7.0
1700,8.5
1701,10.0
1702,8.0
1703,7.0
1704,10.0
1705,7.6
1706,9.25
1707,8.0
1708,7.28571
1709,10.0
1710,7.12613
1711,8.0
1712,10.0
1713,8.4
1714,9.0
1715,8.0
1716,9.75
1717,10.0
1718,8.55556
1719,8.66667
1720,6.28571
1721,5.92233
1722,9.5
1723,6.92857
1724,7.2
1725,10.0
1726,8.4965
1727,5.0
1728,4.75
1729,7.0
1730,8.0
1731,7.71429
1732,6.82609
1733,8.66667
1734,7.71429
1735,9.0
1736,9.33333
1737,9.0
1738,7.8
1739,2.0
1740,7.875
1741,10.0
1742,6.38462
1743,9.11111
1744,8.0
1745,10.0
1746,8.62963
1747,7.0
1748,9.0
1749,9.0
1750,2.5
1751,10.0
1752,7.6
1753,6.81333
1754,8.0
1755,6.33684
1756,6.0
1757,7.0
1758,7.0
1759,7.77273
1760,6.66667
1761,7.0
1762,7.5
1763,7.0
1764,4.2
1765,3.0
1766,7.27273
1767,3.54545
1768,7.6
1769,8.5
1770,6.4
1771,6.5
1772,7.33333
1773,5.0
1774,8.25
1775,8.33333
1776,5.33333
1777,9.5
1778,7.0
1779,9.0
1780,5.0
1781,7.66667
1782,7.36957
1783,7.0
1784,8.0
1785,9.0
1786,8.5
1787,7.33333
1788,7.57143
1789,7.33333
1790,7.6
1791,8.09302
1792,9.0
1793,6.13538
1794,8.5
1795,6.0
1796,1.0
1797,7.0
1798,8.09677
1799,6.625
1800,5.33333
1801,8.0
1802,9.0
1803,5.57895
1804,8.0
1805,6.2
1806,2.75
1807,7.4
1808,6.625
1809,9.5
1810,8.0
1811,6.30769
1812,5.0
1813,8.5
1814,6.875
1815,10.0
1816,6.0
1817,10.0
1818,8.0
1819,8.66667
1820,8.0
1821,8.66667
1822,6.625
1823,6.33333
1824,8.25
1825,1.0
1826,7.0
1827,7.25
1828,10.0
1829,8.0
1830,3.0
1831,5.85714
1832,9.0
1833,4.06667
1834,9.0
1835,9.0
1836,7.9322
1837,7.5
1838,10.0
1839,7.66667
1840,5.05882
1841,9.0
1842,8.33333
1843,8.0
1844,7.81818
1845,8.0
1846,8.2
1847,4.66667
1848,8.57143
1849,7.4
1850,9.0
1851,7.0
1852,5.72093
1853,6.98462
1854,8.33333
1855,6.0
1856,4.5
1857,1.5
1858,3.75
1859,10.0
1860,8.0
1861,5.5
1862,6.2
1863,7.2
1864,7.16667
1865,7.75
1866,9.0
1867,9.5
1868,10.0
1869,7.0
1870,5.66667
1871,7.25
1872,7.5
1873,6.5
1874,7.25
1875,7.69951
1876,8.25
1877,10.0
1878,7.0
1879,6.8
1880,6.90909
1881,10.0
1882,7.2
1883,6.33333
1884,7.0
1885,10.0
1886,7.85714
1887,6.25
1888,8.375
1889,6.66667
1890,8.5
1891,10.0
1892,5.0
1893,10.0
1894,10.0
1895,7.0
1896,9.57143
1897,3.0
1898,6.66667
1899,5.0
1900,7.53846
1901,5.66667
1902,6.75
1903,10.0
1904,8.0
1905,8.0
1906,8.41667
1907,6.0
1908,8.25
1909,8.75
1910,5.66667
1911,6.0
1912,7.66667
1913,9.5
1914,5.32
1915,7.33333
1916,9.0
1917,9.5
1918,7.0
1919,6.625
1920,10.0
1921,6.54545
1922,8.66667
1923,9.33333
1924,7.0
1925,8.5
1926,6.40741
1927,10.0
1928,9.0
1929,4.44444
1930,9.0
1931,10.0
1932,8.0
1933,9.0
1934,5.7
1935,8.375
1936,6.66667
1937,6.72727
1938,8.0
1939,7.33333
1940,3.0
1941,6.16949
1942,5.625
1943,9.0
1944,7.75
1945,7.0
1946,6.33333
1947,1.0
1948,7.5
1949,4.66667
1950,10.0
1951,5.81132
1952,9.0
1953,7.625
1954,6.66667
1955,7.66667
1956,8.2
1957,7.0
1958,9.0
1959,7.66667
1960,8.0
1961,9.5
1962,9.0
1963,4.73214
1964,5.4
1965,8.0
1966,7.4
1967,10.0
1968,5.90909
1969,7.8
1970,7.8
1971,5.0
1972,7.75
1973,7.27273
1974,6.4
1975,6.53571
1976,8.0
1977,6.66667
1978,9.14286
1979,5.75
1980,7.0
1981,9.0
1982,8.5
1983,8.0
1984,10.0
1985,4.5
1986,9.0
1987,9.6
1988,4.8
1989,8.83333
1990,10.0
1991,9.5
1992,8.0
1993,8.16667
1994,5.75
1995,10.0
1996,6.0
1997,10.0
1998,5.66667
1999,4.6
2000,8.0
2001,7.7
2002,7.875
2003,10.0
2004,10.0
2005,7.66667
2006,6.25
2007,5.5
2008,10.0
2009,7.0
2010,5.4
2011,6.5
2012,3.0
2013,5.77778
2014,7.0
2015,10.0
2016,9.0
2017,9.0
2018,6.66667
2019,6.0
2020,8.0
2021,6.66667
2022,9.5
2023,6.6
2024,8.0
2025,6.0
2026,7.40909
2027,5.83333
2028,10.0
2029,8.0
2030,5.88889
2031,7.5
2032,7.0
2033,6.0
2034,9.0
2035,5.375
2036,6.4
2037,5.86957
2038,6.75
2039,7.0
2040,2.0
2041,9.0
2042,9.33333
2043,8.0
2044,10.0
2045,4.0
2046,8.0
2047,5.0
2048,8.61538
2049,10.0
