ItemId,avg
193,5.0
194,7.76471
195,4.0
196,7.0
197,8.83333
198,8.5
199,4.0
200,4.33333
201,7.66667
203,6.0
204,9.0
205,10.0
206,7.0
207,3.0
208,7.0
209,3.5
210,9.0
211,8.0
213,6.28571
214,10.0
215,4.5
216,8.0
217,2.0
218,8.0
219,6.0
220,10.0
221,7.0
222,5.0
223,7.6
224,8.0
225,8.33333
228,7.69565
229,4.0
230,5.0
231,10.0
233,8.33333
235,8.66667
236,4.5
237,6.0
238,5.0
239,7.0
240,7.0
241,6.0
242,8.0
244,10.0
245,7.5
246,4.0
247,5.0
249,6.0
250,7.83333
251,2.6
252,7.55
253,5.75
254,7.5
255,6.66667
256,6.0
257,8.0
258,3.0
259,10.0
260,7.0
261,6.0
262,4.5
263,8.75
264,7.4
265,7.0
266,7.14286
267,4.5
269,8.84286
270,9.0
271,1.0
272,5.5
273,9.0
274,6.0
275,8.0
276,7.0
277,8.0
279,6.77778
281,3.0
282,7.71429
283,6.0
284,8.0
285,6.66667
288,2.0
290,7.66667
291,5.33333
292,10.0
293,8.25
294,8.0
295,5.66667
296,7.0
297,6.0
299,3.5
300,5.75
301,7.0
302,4.14286
303,5.0
304,6.75
305,4.0
306,7.08
307,5.5
308,7.0
309,7.5
311,8.0
312,5.5
313,9.0
314,7.33333
316,9.0
317,5.0
318,7.0
319,7.0
320,4.0
321,4.33333
322,6.4359
323,4.5
324,10.0
325,4.0
326,6.5
327,4.88889
328,6.0
329,3.0
330,4.0
331,3.0
332,3.0
333,5.33333
334,7.0
335,5.0
336,7.0
337,6.0
338,6.0
339,6.6875
340,5.0
341,6.75
342,7.0
343,7.5
344,8.27778
345,7.0
346,6.08333
347,8.41667
348,4.66667
349,5.2
350,8.2
351,3.0
352,7.0
353,8.66667
354,6.0
355,7.0
356,7.0
357,8.18182
358,3.95833
360,8.0
361,9.0
364,10.0
365,1.0
366,6.39623
368,4.0
369,6.0
370,7.14286
371,4.0
372,6.27273
373,7.10526
374,3.8
375,7.33333
376,2.0
377,7.66667
378,6.0
379,10.0
380,6.0
381,4.0
382,4.0
383,7.5
384,10.0
385,6.0
386,6.0
387,6.57143
388,7.0
389,4.0
390,8.0
391,4.75
392,5.11111
394,6.85714
395,6.4
396,8.0
397,6.57143
398,10.0
399,5.85714
400,8.0
401,8.75
402,7.0
403,9.0
405,6.14286
406,2.0
407,1.0
408,5.5
409,6.0
410,3.0
411,10.0
413,8.0
414,7.0
415,4.0
417,8.33333
418,7.64286
419,6.5
420,8.25
421,7.0
422,6.5
423,7.0
424,7.90909
425,1.0
426,9.0
427,4.33333
428,9.0
430,5.5
431,7.0
432,6.5
434,7.25
435,6.0
436,5.0
438,3.5
439,5.0
440,3.0
441,7.75
442,6.0
443,6.0
444,10.0
445,7.83333
446,7.0
447,1.0
449,1.5
452,6.0
453,6.5
457,4.42857
458,5.5
459,6.5
461,5.0
462,3.0
463,10.0
464,8.0
465,2.0
466,5.0
467,4.0
468,4.33333
469,7.0
471,1.0
472,8.0
473,8.23077
474,7.125
475,5.0
476,5.15789
477,1.0
478,7.0
479,4.1087
481,3.5
482,3.0
485,10.0
488,3.0
490,3.33333
491,8.0
492,7.0
494,5.0
495,6.5
496,2.0
497,7.0
498,1.5
499,8.0
500,7.5
501,6.0
503,7.0
505,8.46667
506,7.5
507,7.5
508,8.0
510,6.0
512,8.0
513,8.0
514,7.0
515,3.75
516,3.90476
517,5.0
518,4.33333
519,7.0
520,3.0
521,6.0
522,7.66667
523,5.0
524,3.0
525,8.0
526,6.25
527,4.0
528,5.85714
529,8.33333
530,8.5
531,7.2
533,7.0
534,7.8
535,7.15
536,6.0
537,9.0
538,3.0
539,4.5
540,10.0
541,9.0
542,7.0
543,7.5
544,7.0
545,2.0
546,3.0
547,6.75
548,8.0
549,7.15385
550,4.5
551,7.3
552,8.0
553,8.16667
554,5.0
556,6.5
557,7.0
558,10.0
559,5.3913
560,4.4375
561,6.28571
562,8.83784
563,3.0
564,8.0
566,6.0
567,6.0
568,10.0
569,7.2
570,6.0
571,8.0
572,4.0
573,7.9
574,6.0
575,7.0
576,4.0
579,8.84615
580,4.33333
581,7.0
582,7.33333
583,6.0
584,6.0
585,5.0
587,7.0
588,7.0
589,8.5
590,7.0
591,7.2
592,7.0
594,4.5
595,6.0
596,4.0
597,7.0
598,6.57143
599,5.0
600,7.0
601,4.5
602,5.0
603,6.77083
604,8.0
606,7.0
608,5.0
609,10.0
611,7.0
612,7.24
613,7.66667
614,10.0
615,6.42857
616,5.0
617,8.0
618,7.0
619,2.25
620,8.0
621,5.25
622,1.5
623,5.0
624,7.0
625,4.0
626,7.70732
627,7.14286
628,9.66667
629,6.0
631,4.0
633,3.5
634,6.33333
635,5.0
636,7.25
637,7.9
638,6.66667
639,10.0
640,8.0
641,10.0
643,6.5
644,7.0
645,6.0
647,5.0
649,8.0
650,5.0
651,5.5
652,5.0
654,7.0
655,6.0
656,5.0
657,8.0
658,8.0
660,4.0
661,5.0
662,7.0
663,3.9
664,5.75
665,7.0
666,6.0
667,8.0
668,8.5
669,10.0
671,3.5
672,9.5
673,4.0
674,9.5
677,1.0
678,4.0
679,6.5
680,9.0
681,5.71429
682,4.0
683,7.0
684,4.5
685,5.0
686,7.0
687,7.0
689,8.875
690,7.66667
691,8.0
692,6.11111
693,7.0
694,6.0
696,8.0
697,7.54545
698,9.0
699,5.0
701,6.0
702,10.0
703,6.28571
704,5.66667
705,7.0
706,8.75
707,6.5
708,7.0
709,6.6
710,4.0
711,7.54545
712,5.0
713,7.33333
714,10.0
715,10.0
717,6.35714
718,7.5
719,5.0
720,7.0
721,10.0
722,6.22581
723,6.0
724,7.0
725,6.0
727,7.0
729,5.0
730,4.0
731,6.0
733,7.0
734,7.0
735,3.0
737,5.0
738,6.5
739,10.0
740,7.0
741,7.0
743,9.0
744,7.0
745,5.0
746,4.66667
747,7.66667
748,2.0
749,6.5
751,7.0
752,7.75
753,7.75
755,10.0
756,1.5
757,3.66667
758,8.0
759,8.25
760,8.0
761,6.5
762,10.0
763,5.5
764,5.0
765,7.0
766,7.0
767,5.0
769,6.0
770,8.0
771,2.0
772,6.0
773,7.75
774,6.75
775,7.35385
776,7.5
778,2.0
779,6.66667
781,7.5
782,5.51852
783,1.0
784,5.5
785,5.66667
786,6.63636
787,4.0
789,5.0
790,8.0
791,9.0
792,3.0
793,6.0
794,8.0
795,1.0
796,5.0
797,3.0
798,5.0
799,6.0
800,5.0
801,7.0
802,4.5
803,5.0
804,7.0
805,6.5
806,5.66667
807,8.0
808,1.0
809,6.33333
810,7.0
811,7.0
812,5.66667
813,6.5
814,2.0
815,3.0
816,5.0
817,7.0
818,7.0
820,3.5
821,7.0
822,4.77778
823,4.0
824,6.0
825,1.66667
826,7.125
827,1.0
829,6.5
830,7.0
831,6.0
835,6.5
836,6.0
837,3.0
838,9.5
839,9.5
840,2.0
841,3.0
842,6.0
843,6.35714
844,5.5
845,10.0
846,7.0
847,8.0
848,7.6
849,7.0
850,7.71429
851,5.0
852,8.0
853,8.5
854,6.0
855,9.0
856,10.0
857,4.0
858,1.0
860,4.5
861,8.0
862,6.0
863,5.0
864,7.0
865,6.0
866,6.0
867,6.6
868,7.0
869,6.125
870,5.0
871,8.16667
873,5.05882
874,4.0
875,10.0
876,7.40541
877,8.33333
879,3.75
881,6.5
883,7.0
884,6.0
885,7.0
886,9.0
887,8.0
888,2.5
889,5.0
890,8.0
891,8.0
892,9.0
893,8.0
895,8.0
896,3.0
897,4.85714
898,7.0
899,9.0
900,5.72727
901,10.0
902,4.75
903,4.0
904,6.0
905,5.0
906,7.0
907,2.0
908,1.0
909,8.975
910,5.0
911,7.0
912,8.375
913,7.0
915,8.0
916,8.0
918,6.33333
919,7.25
920,7.33333
921,3.0
922,10.0
923,5.0
924,5.0
925,8.33333
926,10.0
927,7.33333
928,1.66667
929,4.0
930,10.0
931,6.0
932,5.33333
933,5.0
934,5.66667
935,6.0
938,7.0
939,2.33333
940,6.0
941,5.0
942,7.75
943,4.0
944,5.5
945,8.0
946,5.53846
947,4.0
949,6.5
950,6.0
951,7.0
952,6.33333
953,9.0
954,7.0
955,6.0
956,5.48387
958,10.0
959,4.0
960,8.0
961,5.0
962,7.23077
963,7.64286
964,6.66667
965,7.0
966,4.0
967,4.0
968,5.25
969,6.0
970,7.5
971,7.33333
972,7.0
973,7.0
975,7.0
976,7.28571
977,6.0
978,5.66667
979,5.0
981,6.0
983,8.0
984,5.5
985,8.0
986,6.40909
987,8.0
988,6.33333
989,7.75
990,3.0
991,6.81818
992,6.0
993,6.94118
994,6.66667
995,3.5
996,8.0
997,3.0
998,3.0
1000,3.0
1001,6.84615
1002,9.0
1003,5.0
1004,7.0
1005,8.0
1006,8.0
1007,6.0
1008,5.33333
1009,8.42857
1010,6.5
1011,1.0
1012,2.8
1013,5.0
1014,7.5
1015,8.5
1016,6.0
1017,5.0
1018,10.0
1019,2.0
1020,5.5
1021,5.0
1022,6.5
1023,6.4
1024,7.5
1025,4.0
1027,5.0
1028,8.0
1029,2.0
1030,7.26316
1031,6.5
1032,6.0
1033,7.0
1034,5.0
1036,7.83333
1037,7.5
1038,8.0
1039,6.0
1040,5.0
1041,6.42857
1042,6.0
1043,8.5
1044,7.0
1045,7.0
1048,6.0
1049,5.5
1051,2.66667
1052,7.0
1053,7.91667
1055,7.28571
1056,6.88889
1057,6.7
1058,5.0
1059,9.0
1061,9.0
1062,4.0
1063,8.0
1064,7.22222
1065,6.0
1066,2.0
1068,6.5
1069,5.4
1070,7.0
1072,2.0
1073,8.21429
1074,7.95455
1075,4.85714
1076,9.20455
1077,5.0
1078,4.0
1079,8.0
1080,9.0
1081,7.0
1082,8.5
1083,8.0
1084,8.5
1085,6.5
1086,6.0
1087,4.83333
1088,7.0
1089,5.33333
1091,2.33333
1092,1.0
1093,8.0
1094,6.0
1095,6.0
1096,7.0
1097,4.5
1098,5.0
1099,4.5
1100,6.0
1101,6.5
1102,5.58333
1103,8.0
1104,8.5
1105,7.0
1106,6.75
1107,6.0
1108,9.0
1109,8.0
1110,7.0
1111,5.0
1112,7.0
1113,6.0
1114,7.4
1115,8.0
1116,6.4
1117,10.0
1118,7.0
1119,10.0
1120,5.28571
1121,3.0
1122,6.0
1123,7.0
1124,9.0
1125,3.0
1126,10.0
1127,7.5
1128,10.0
1129,5.33333
1130,3.0
1131,7.0
1132,7.0
1133,8.0
1135,3.0
1136,7.5
1137,6.33333
1138,8.0
1139,6.0
1140,2.0
1141,6.54545
1142,4.8
1144,6.07692
1145,5.5
1146,9.0
1147,6.2
1148,8.0
1149,6.76316
1150,8.0
1152,6.0
1153,8.25
1154,4.75
1155,8.0
1156,6.4
1158,6.0
1159,4.0
1162,6.375
1163,5.0
1164,6.0
1165,4.25
1166,5.0
1167,4.5
1168,7.0
1169,5.75
1170,6.0
1171,4.0
1172,8.0
1173,5.0
1174,5.0
1176,7.0
1177,5.9
1178,3.0
1179,8.0
1180,7.0
1181,3.375
1182,7.0
1183,6.0
1184,8.2
1185,5.94737
1187,8.0
1188,7.8
1189,4.66667
1190,7.75
1191,7.16667
1192,7.03125
1193,6.5
1194,6.33333
1195,2.0
1196,6.33333
1197,4.75
1198,7.0
1199,7.0
1200,8.0
1201,8.5
1203,7.125
1204,7.25
1205,4.5
1206,6.0
1207,10.0
1208,7.0
1209,8.04444
1210,7.0
1211,8.0
1212,5.6
1213,7.0
1214,2.0
1215,4.0
1216,5.5
1217,8.0
1218,8.0
1219,7.0
1220,5.0
1221,7.7
1222,6.0
1223,5.0
1224,6.0
1226,7.0
1227,7.0
1228,8.66667
1229,2.0
1230,7.0
1231,6.0
1232,8.0
1233,5.0
1234,7.0
1235,8.0
1236,3.0
1238,6.66667
1239,6.66667
1240,8.4
1241,7.0
1242,9.0
1244,9.33333
1245,4.0
1246,8.4
1247,5.5
1248,6.0
1249,6.33333
1250,8.0
1251,5.0
1252,3.5
1253,5.36364
1254,5.0
1255,1.0
1256,6.0
1258,8.20833
1259,7.77778
1260,5.64286
1261,2.0
1262,7.0
1263,6.33333
1264,7.33333
1265,3.5
1266,4.0
1267,8.0
1268,8.0
1269,6.0
1270,5.0
1271,7.5
1272,6.84615
1274,8.0
1275,7.5
1276,8.0
1277,7.0
1278,6.0
1279,6.0
1280,4.0
1281,1.0
1282,6.0
1283,6.0
1284,10.0
1285,7.0
1286,10.0
1287,5.0
1288,9.0
1289,7.90291
1290,8.3
1291,2.0
1292,7.21429
1293,4.8
1294,1.0
1296,7.0
1297,10.0
1298,3.0
1299,4.16667
1300,6.0
1301,2.0
1302,10.0
1303,7.5
1304,8.17391
1305,3.71429
1306,7.625
1307,4.0
1308,8.5
1309,8.0
1310,8.0
1311,5.25
1312,3.33333
1313,5.85714
1314,5.0
1317,7.0
1318,6.66667
1319,7.5
1320,8.66667
1321,9.2
1322,4.0
1323,7.0
1324,3.0
1327,8.5
1328,3.75
1330,5.0
1331,4.16667
1332,4.5
1333,7.5
1335,8.14286
1336,6.5
1337,5.5
1338,7.58333
1339,6.25
1340,5.63158
1342,6.5
1343,8.0
1344,8.5
1345,8.0
1346,5.0
1347,7.0
1348,6.0
1349,7.0
1350,5.66667
1352,4.0
1353,9.0
1354,7.0
1355,5.125
1356,4.2
1358,1.0
1359,6.0
1360,7.26923
1362,8.33333
1363,8.60714
1364,7.0
1366,1.0
1367,9.0
1368,6.0
1369,3.0
1370,8.0
1371,6.0
1372,5.5
1373,7.0
1374,3.0
1376,5.5
1377,5.0
1378,7.41667
1379,7.0
1380,6.5
1382,6.0
1383,5.0
1384,9.0
1385,7.5
1386,4.0
1387,5.0
1388,9.0
1389,2.0
1390,5.0
1391,5.33333
1392,8.5
1393,9.0
1395,6.625
1396,6.0
1397,7.35789
1398,7.0
1399,8.25
1400,10.0
1402,3.0
1403,8.0
1404,4.0
1406,6.0
1407,5.0
1408,2.0
1409,9.0
1410,5.5
1411,7.55556
1412,8.33333
1413,5.66667
1414,3.875
1415,8.14286
1416,6.25
1417,8.0
1418,4.25
1419,8.0
1420,6.375
1421,5.33333
1422,6.75
1423,6.0
1424,5.0
1426,5.0
1427,1.0
1428,9.0
1429,3.5
1430,8.28571
1431,4.5
1432,5.6
1433,8.0
1434,5.90476
1435,8.0
1436,8.07692
1437,6.0
1438,4.64103
1439,7.0
1440,3.25
1442,6.18519
1443,7.33333
1444,6.8
1445,6.5
1446,5.5
1447,8.5125
1448,7.15789
1449,3.0
1450,6.0
1451,6.0
1452,7.0
1453,7.0
1454,8.0
1455,7.0
1456,8.35897
1457,8.0
1458,7.0
1459,8.0
1460,5.76471
1461,8.0
1462,7.0
1463,4.5
1464,1.0
1465,9.0
1466,9.0
1468,5.5
1469,9.0
1470,7.0
1472,7.0
1473,8.0
1474,7.83333
1475,6.0
1476,6.66667
1477,10.0
1478,6.25
1480,7.64286
1481,7.0
1482,3.0
1483,6.0
1484,8.0
1485,10.0
1486,7.5
1487,8.5
1488,8.0
1489,9.0
1490,8.0
1491,7.0
1492,7.0
1493,10.0
1494,3.0
1495,6.66667
1496,8.0
1497,7.0
1498,7.375
1499,6.0
1500,6.07692
1501,6.66667
1502,6.54545
1503,6.0
1504,10.0
1505,4.0
1506,1.0
1508,4.0
1509,9.0
1510,8.0
1511,7.25
1512,3.25
1513,6.0
1514,5.5
1515,4.0
1517,4.0
1518,5.38095
1520,5.83333
1521,9.0
1522,6.33333
1523,5.0
1524,8.0
1525,8.0
1526,7.0
1527,1.0
1529,8.0
1530,5.25
1531,6.8
1532,2.0
1533,4.0
1534,2.5
1535,4.0
1536,5.25
1537,1.0
1538,7.0
1539,4.33333
1540,6.0
1541,6.0
1542,4.0
1543,8.125
1544,7.25
1545,1.0
1546,6.0
1547,10.0
1549,10.0
1550,5.0
1551,3.0
1552,6.0
1553,5.0
1554,2.0
1556,9.0
1557,7.5
1558,8.0
1559,7.0
1560,5.8
1561,6.66667
1562,6.0
1563,2.0
1564,3.33333
1565,6.0
1566,4.83333
1567,7.0
1569,6.6
1570,7.0
1571,4.75
1572,3.0
1573,7.33333
1574,5.78261
1575,8.0
1576,7.6875
1577,6.76923
1578,6.0
1579,6.66667
1580,2.0
1581,6.2
1582,5.0
1583,3.27778
1584,5.0
1585,6.5
1586,6.5
1587,10.0
1588,8.0
1589,8.0
1590,8.0
1591,9.5
1592,8.25
1593,5.0
1594,6.0
1596,10.0
1597,6.0
1600,6.2
1601,6.5
1602,5.0
1603,7.83333
1604,6.0
1605,8.4
1606,5.875
1607,6.0
1608,2.0
1609,5.5
1610,7.66667
1611,7.22222
1612,5.0
1613,8.0
1614,5.0
1615,9.5
1616,9.0
1617,7.9
1618,9.0
1619,8.0
1620,6.0
1621,8.5
1622,6.4
1623,7.28571
1624,5.0
1625,4.625
1626,2.0
1627,10.0
1630,4.0
1632,8.33333
1633,6.5
1634,10.0
1637,5.0
1638,6.5
1641,6.0
1642,6.0
1643,3.5
1644,3.8
1646,10.0
1647,3.25
1648,6.33333
1649,7.0
1650,9.5
1651,6.0
1652,7.26667
1654,9.0
1655,5.0
1656,5.75
1657,3.0
1658,6.33333
1659,8.4
1660,3.0
1661,5.0
1662,10.0
1663,5.0
1664,10.0
1665,3.66667
1668,7.5
1670,5.0
1671,5.44444
1672,5.5
1673,5.0
1674,9.0
1675,7.31818
1676,9.0
1677,8.0
1678,6.08696
1679,9.0
1681,7.0
1682,6.0
1683,4.0
1684,7.0
1686,8.45
1687,4.0
1688,8.0
1689,6.5
1690,10.0
1691,6.33333
1692,5.0
1693,7.0
1694,8.0
1695,6.33333
1696,3.0
1697,4.66667
1698,10.0
1700,6.0
1702,8.0
1703,7.5
1705,4.0
1707,5.0
1708,5.9
1709,6.26316
1710,9.0
1711,10.0
1712,5.6
1713,6.0
1714,6.0
1715,5.25
1716,5.0
1717,1.0
1718,6.66667
1719,1.0
1720,5.0
1721,7.06667
1722,2.0
1723,7.5
1724,7.5
1725,7.0
1726,4.0
1727,1.0
1728,6.70833
1729,7.54545
1730,7.06897
1731,8.0
1732,6.94444
1733,8.0
1736,6.0
1737,7.0
1738,3.8
1740,8.0
1741,5.75
1742,10.0
1743,6.0
1744,7.25
1745,7.76923
1746,7.53846
1747,4.0
1748,8.0
1749,5.0
1750,5.0
1751,6.0
1752,8.0
1753,6.0
1754,10.0
1755,5.53333
1757,6.33333
1758,6.0
1759,7.8
1760,6.92308
1761,8.0
1762,8.36842
1763,2.0
1764,4.0
1765,2.0
1766,7.0
1767,7.0
1768,8.0
1769,5.5
1770,7.0
1771,2.0
1772,9.0
1773,1.0
1774,7.33333
1775,2.0
1777,10.0
1778,5.0
1779,7.0
1780,7.0
1781,7.125
1782,8.125
1783,7.25
1785,8.5
1786,5.0
1791,6.0
1792,8.0
1793,6.0
1795,7.33333
1796,3.0
1797,6.81818
1798,7.4
1799,6.0
1800,7.5
1802,7.25
1804,3.0
1805,9.0
1806,7.0
1807,7.5
1808,5.0
1810,7.19048
1811,4.0
1812,8.0
1813,7.0
1814,5.15385
1815,6.42857
1817,8.0
1818,4.0
1819,8.625
1820,2.0
1821,7.42857
1823,4.0
1824,3.75
1825,8.0
1826,6.21429
1827,9.0
1828,7.0
1829,6.85714
1831,8.0
1832,6.57143
1833,6.0
1834,7.65
1835,8.0
1836,8.53846
1838,5.0
1839,3.5
1840,5.0
1841,7.53333
1843,6.0
1844,6.0
1845,7.0
1847,6.75
1848,6.25
1849,6.0
1852,6.0
1853,7.14706
1854,8.0
1855,6.33333
1856,6.5
1857,9.0
1858,6.66667
1859,5.0
1861,6.0
1862,7.0
1863,3.0
1864,8.0
1865,7.33333
1866,10.0
1867,7.0
1868,6.0
1869,7.0
1870,7.0
1871,7.8
1872,8.0
1873,7.9697
1874,4.5
1875,7.0
1876,4.0
1877,2.0
1879,5.0
1880,8.0
1881,4.0
1882,6.0
1883,8.5
1884,2.5
1885,5.16667
1886,1.0
1887,1.0
1888,9.0
1889,6.0
1890,2.0
1892,5.0
1893,8.0
1894,3.5
1895,1.0
1897,6.25
1899,7.33333
1900,7.05
1901,6.0
1902,8.33333
1903,4.0
1904,8.48649
1905,8.0
1906,6.0
1907,6.0
1908,10.0
1910,4.88235
1911,6.0
1912,8.0
1913,7.5
1917,3.0
1919,7.5
1921,5.0
1922,6.0
1923,8.0
1924,10.0
1925,5.2
1926,4.5
1927,7.0
1928,6.0
1929,5.0
1930,10.0
1932,7.0
1933,7.0
1934,6.4
1935,7.0
1936,4.0
1937,7.0
1938,5.0
1939,3.0
1940,6.5
1941,5.25
1942,5.28571
1943,9.0
1944,9.0
1945,10.0
1946,6.0
1947,5.83333
1948,9.0
1949,3.0
1950,10.0
1951,6.0
1952,7.25
1953,6.5
1954,3.6
1956,6.25
1957,4.0
1958,6.0
1959,5.5
1960,4.0
1961,5.25
1962,10.0
1963,2.66667
1964,7.375
1965,7.75
1966,1.0
1968,6.0
1969,9.0
1970,7.0
1971,5.5
1972,10.0
1973,5.0
1974,7.4
1975,7.0
1976,7.66667
1977,8.5
1978,5.0
1979,8.25
1980,4.0
1981,7.5
1982,4.0
1984,6.0
1985,9.0
1986,5.0
1987,8.0
1989,9.0
1990,6.0
1993,5.33333
1994,4.66667
1995,8.5
1996,1.0
1997,9.0
1999,4.0
2000,4.5
2001,5.0
2002,7.0
2003,8.0
2004,7.0
2006,8.0
2007,1.0
2008,6.4
2009,7.0
2010,6.25
2011,8.5
2012,8.0
2013,6.5
2014,7.0
2016,6.25
2017,2.0
2018,4.6
2019,10.0
2020,5.0
2021,8.33333
2022,4.0
2023,6.0
2024,6.5
2025,6.0
2026,9.0
2027,7.0
2028,10.0
2029,7.0
2030,7.0
2031,7.91667
2032,6.0
2033,10.0
2034,10.0
2035,2.0
2036,7.1875
2037,3.0
2039,7.0
2040,7.0
2041,9.08824
2042,8.0
2043,6.33333
2044,6.0
2045,9.0
2046,7.0
2047,5.5
2048,10.0
2049,9.03279
2050,6.23913
2051,6.06667
2052,8.0
2053,6.38235
2055,3.5
2056,2.0
2057,6.8
2060,3.0
2061,7.5
2062,6.5
2063,5.0
2064,3.0
2065,5.0
2066,8.0
2068,7.36364
2069,7.0
2070,6.92308
2071,6.0
2073,7.57143
2074,7.0
2075,5.77778
2076,5.0
2077,5.33333
2078,8.5
2079,9.0
2080,6.75
2081,4.83333
2082,6.0
2083,8.0
2084,5.0
2085,6.0
2088,7.5
2089,6.0
2090,6.95455
2091,5.0
2092,8.5
2093,7.0
2094,3.0
2095,8.0
2096,8.5
2097,8.0
2098,7.625
2100,6.0
2101,6.0
2102,7.0
2103,4.81818
2104,5.0
2106,8.0
2108,7.9863
2109,4.6
2111,8.0
2112,8.0
2113,2.0
2114,6.0
2115,3.66667
2117,7.25
2118,6.6
2119,5.5
2120,7.33333
2122,8.0
2123,9.0
2125,7.75
2126,7.0
2127,8.5
2128,9.5
2129,8.0
2130,6.08333
2131,2.0
2133,6.13514
2134,5.375
2135,7.66667
2136,8.0
2137,9.0
2138,5.0
2139,4.0
2141,6.0
2142,3.0
2143,8.22222
2144,7.0
2145,6.0
2146,6.5
2147,6.0
2148,6.21429
2149,5.0
2150,6.0
2151,7.46667
2152,6.0
2155,7.0
2156,5.0
2157,8.0
2158,5.66667
2159,4.0
2160,7.0
2161,7.33333
2162,6.0
2163,4.3
2164,7.80769
2165,3.0
2167,9.0
2168,7.0
2169,8.0
2170,5.5
2174,4.0
2175,3.0
2176,7.0
2177,5.0
2178,6.0
2179,7.0
2180,6.0
2181,5.5
2182,6.66667
2183,6.0
2184,5.0
2185,6.0
2186,5.4
2187,5.875
2188,8.0
2189,7.0
2190,6.5
2192,6.81818
2195,6.0
2196,5.0
2197,1.0
2198,8.0
2199,5.0
2200,7.0
2201,5.0
2202,7.0
2203,5.0
2204,7.5
2205,9.0
2206,7.0
2207,10.0
2208,5.25
2209,8.33333
2210,10.0
2212,7.0
2213,7.0
2214,5.66667
2215,6.33333
2216,6.0
2217,6.0
2218,6.0
2219,6.72727
2220,6.4
2221,4.0
2222,7.66667
2224,6.0
2225,3.5
2226,5.0
2227,8.52
2228,6.0
2229,4.16667
2230,4.66667
2231,7.0
2232,5.25
2233,4.5
2234,8.14894
2235,4.0
2236,5.7619
2237,4.0
2240,6.66667
2241,10.0
2242,7.0
2243,1.0
2244,7.5
2245,9.0
2247,6.71429
2248,7.0
2249,7.0
2250,1.0
2251,8.0
2253,6.0
2255,6.0
2256,4.8
2257,2.0
2258,5.75
2259,6.0
2261,6.0
2262,9.33333
2264,7.0
2267,7.28571
2268,10.0
2269,3.0
2270,7.33333
2271,9.0
2272,8.875
2273,8.0
2274,5.77778
2275,10.0
2276,1.0
2278,4.0
2279,3.0
2280,6.28571
2281,8.0
2282,8.5
2283,7.0
2284,7.96154
2285,8.0
2286,7.5
2287,6.0
2288,6.0
2289,5.5
2290,8.14286
2291,7.5
2292,3.33333
2294,8.33333
2295,7.0
2296,4.5
2297,6.5
2298,6.33333
2299,8.0
2300,6.85714
2301,6.0
2302,9.0
2303,3.0
2304,8.0
2305,5.0
2306,8.0
2307,4.66667
2309,7.46154
2310,7.33333
2312,10.0
2313,7.0
2314,7.5
2315,6.0
2316,6.5
2318,6.0
2320,7.26087
2321,8.0
2322,6.0
2323,3.0
2324,5.0
2325,1.0
2326,5.0
2327,5.875
2328,6.25
2329,8.0
2331,6.0
2333,6.0
2334,4.0
2335,5.0
2336,7.5
2337,7.0
2338,8.0
2339,7.65714
2340,4.0
2342,3.0
2343,5.5
2344,9.0
2345,5.875
2346,1.0
2347,6.625
2348,6.0
2349,4.71429
2350,7.0
2351,7.33333
2352,6.0
2353,6.0
2354,7.0
2355,6.75
2356,6.125
2357,10.0
2358,9.0
